apk,category,violation_type,is_violation,config1,config2,aql_timer,ast_changes,bad_aql_runs_binary,bad_aql_runs_hdd,bad_compile_runs_binary,bad_compile_runs_hdd,binary_timer,compile_timer,end_line_count,good_aql_runs_binary,good_aql_runs_hdd,good_compile_runs_binary,good_compile_runs_hdd,hdd_timer,jdeps_timer,method_timer,program_timer,rejected_changes,setup_timer,start_line_count,time_bad_aql_runs_binary,time_bad_aql_runs_hdd,time_bad_compile_runs_binary,time_bad_compile_runs_hdd,time_good_aql_runs_binary,time_good_aql_runs_hdd,time_good_compile_runs_binary,time_good_compile_runs_hdd,total_rotations
BroadcastReceiverLifecycle1,Lifecycle,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,8,0,3,0,5,63,0,16,0,0,0,3,630,5,0,804,11,111,16,0,34,0,338,0,0,0,257,1
ServiceLifecycle1,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,13,0,1,0,12,36,0,24,0,0,0,1,668,4,0,815,18,109,24,0,14,0,635,0,0,0,17,1
ActivityLifecycle3,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,14,0,0,0,13,41,0,18,0,1,0,1,386,5,0,501,16,72,23,0,0,0,346,0,17,0,22,2
StringToCharArray1,GeneralJava,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,15,0,3,0,12,93,0,18,0,0,0,3,922,5,0,1072,32,55,18,0,40,0,670,0,0,0,211,1
StringPatternMatching1,GeneralJava,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,20,0,1,0,17,87,0,19,0,2,0,3,1038,3,0,1242,30,115,21,0,12,0,847,0,30,0,147,2
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,de67f959377c84f91410206a10b57495,22562e10e3112e5c53f176bb1d80413c,0,26,0,3,0,17,81,0,14,0,6,0,9,1359,4,0,1510,39,69,24,0,40,0,863,0,90,0,364,3
StringToCharArray1,GeneralJava,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,15,0,4,0,11,94,0,18,0,0,0,4,996,7,0,1123,32,31,18,0,47,0,813,0,0,0,135,1
Button4,Callbacks,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,17,0,3,0,12,73,0,20,0,2,0,5,1091,4,0,1236,24,71,22,0,34,0,785,0,31,0,240,2
Obfuscation1,AndroidSpecific,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,16,1,2,1,12,117,0,28,0,0,1,2,1529,5,0,1662,20,15,28,13,32,5,1285,0,0,74,211,1
ArrayCopy1,ArraysAndLists,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,91964892620be59e2aad306477d20772,0,29,0,5,0,22,35,0,16,0,2,0,7,1527,4,0,1675,58,111,18,0,71,0,1260,0,30,0,164,2
Exceptions2,GeneralJava,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,21,0,2,0,18,37,0,21,0,1,0,3,1205,5,0,1316,30,72,23,0,26,0,1044,0,18,0,115,2
RegisterGlobal2,Callbacks,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,17,0,3,0,10,131,0,34,1,3,1,6,1049,5,0,1262,19,81,50,0,40,0,707,16,47,57,253,2
IMEI1,EmulatorDetection,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,691c8aee3c8122ba7071c39842bf3a89,0,25,0,5,0,20,34,0,31,0,0,0,5,1556,5,0,1739,53,149,31,0,77,0,1232,0,0,0,245,1
Loop1,GeneralJava,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,13,0,2,0,11,256,0,18,0,0,0,2,1158,4,0,1485,24,70,18,0,34,0,1020,0,0,0,102,1
ActivityLifecycle3,Lifecycle,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,33,0,2,0,28,33,0,18,0,3,0,5,1781,4,0,1932,40,118,23,0,26,0,1472,0,46,0,235,4
Reflection2,Reflection,TRUE,TRUE,a1fe8254295bdb64806f6329501bd6b7,cbbb9a50ed64e57f383246eb9c072564,0,30,1,0,2,22,217,0,33,0,5,1,5,1800,4,0,2137,36,119,43,11,0,149,1537,0,79,33,182,2
Exceptions6,GeneralJava,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,30,0,3,0,24,41,0,21,0,3,0,6,1985,4,0,2138,38,111,25,0,41,0,1651,0,43,0,247,3
ServiceLifecycle2,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,43,0,9,2,30,234,0,24,0,2,0,11,1908,5,0,2247,71,103,33,0,103,161,1332,0,35,0,436,3
Reflection2,Reflection,TRUE,TRUE,1d88982f9e87405a1230b4d960d3312a,947ec69eab53c807c76e110d66262b3c,0,31,0,1,3,22,280,0,33,0,5,0,6,1875,4,0,2264,37,108,43,0,1,249,1609,0,80,0,182,2
UnreachableBoth,UnreachableCode,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,24,0,6,0,17,42,0,24,0,1,0,7,2129,5,0,2279,40,106,25,0,75,0,1752,0,11,0,289,2
StringToCharArray1,GeneralJava,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,15,0,2,0,13,9,0,18,0,0,0,2,721,3,0,802,32,71,18,0,30,0,551,0,0,0,139,1
ArrayCopy1,ArraysAndLists,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,29,0,4,0,23,23,0,16,0,2,0,6,2221,4,0,2371,58,126,18,0,54,0,1809,0,30,0,326,2
Unregister1,Callbacks,FALSE,TRUE,2ad899a874034fecfd0f757a7d70db3e,e5613aad75bc3bad53f848ba14482c54,0,25,1,10,0,14,172,0,33,0,0,1,10,1747,5,0,1993,38,73,33,15,140,0,983,0,0,109,622,1
Button5,Callbacks,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,16,0,4,0,11,59,0,20,0,1,0,5,1782,5,0,1999,21,156,21,0,66,0,1111,0,16,0,588,2
Ordering1,Callbacks,FALSE,TRUE,2ad899a874034fecfd0f757a7d70db3e,e5613aad75bc3bad53f848ba14482c54,0,34,1,16,0,17,72,0,49,0,0,1,16,2322,5,0,2504,55,109,49,17,242,0,1258,0,0,19,820,1
ServiceLifecycle1,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,13,0,2,0,11,146,0,24,0,0,0,2,511,6,0,727,18,68,24,0,23,0,416,0,0,0,71,1
RegisterGlobal2,Callbacks,TRUE,TRUE,3c6cd0d0cee483981c0494449b550b3e,9e71d1dbb7f99254dd5f81811f612f41,0,26,0,5,0,17,138,0,34,1,3,1,8,1553,4,0,1699,29,6,50,0,66,0,1132,13,45,100,307,3
Singletons1,InterComponentCommunication,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,42,0,8,3,27,295,0,32,0,4,0,12,2286,5,0,2696,54,114,41,0,118,265,1593,0,66,0,506,3
StringToCharArray1,GeneralJava,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,15,0,3,0,12,9,0,18,0,0,0,3,1070,3,0,1097,32,16,18,0,39,0,933,0,0,0,98,1
Button2,Callbacks,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,20,0,5,1,13,118,0,22,0,1,0,6,2474,5,0,2741,34,148,40,0,76,83,1615,0,16,0,766,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,13,0,2,0,11,106,0,24,0,0,0,2,530,5,0,813,18,176,24,0,26,0,323,0,0,0,180,1
StringToCharArray1,GeneralJava,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,15,0,4,0,11,71,0,18,0,0,0,4,586,4,0,831,32,172,18,0,51,0,373,0,0,0,161,1
Exceptions4,GeneralJava,TRUE,TRUE,c167cc6905f08070a40daaa496572761,2e7e40004499adec94e4fbc8276cb8db,0,12,0,3,0,8,140,0,18,0,1,0,4,702,7,0,911,15,68,20,0,38,0,389,0,13,0,259,2
BroadcastTaintAndLeak1,InterComponentCommunication,TRUE,TRUE,29ea37dd3fee251e76d512636d738ba3,9e71d1dbb7f99254dd5f81811f612f41,0,56,0,22,1,30,151,0,27,0,3,0,25,2598,5,0,2857,81,106,30,0,308,72,1341,0,47,0,900,3
ActivityEventSequence1,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,34,0,4,0,26,65,0,18,0,4,0,8,2353,4,0,2491,50,72,29,0,45,0,1955,0,63,0,288,3
Singletons1,InterComponentCommunication,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,36,2,4,2,22,470,0,29,1,5,3,9,1481,5,0,1979,42,26,41,26,53,131,1017,15,74,267,335,3
FactoryMethods1,GeneralJava,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,33,0,7,0,23,23,0,17,0,3,0,10,2344,6,0,2470,58,102,20,0,90,0,1656,0,51,0,543,3
TimerTask1,Threading,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,c791204389a596fa6528cb8290cf2c9b,0,53,0,8,0,40,35,0,30,1,4,1,12,2518,4,0,2596,79,42,57,0,97,0,1877,13,59,8,483,3
BroadcastTaintAndLeak1,InterComponentCommunication,TRUE,TRUE,11ae93098ba164b2ea37aab11dde9e12,9e71d1dbb7f99254dd5f81811f612f41,0,43,0,14,1,26,148,0,28,0,2,0,16,2969,5,0,3226,61,108,30,0,194,82,1944,0,32,0,797,2
FieldSensitivity3,FieldAndObjectSensitivity,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,64,1,3,1,54,146,0,27,0,5,1,8,2981,5,0,3239,103,110,35,12,41,74,2424,0,80,25,433,3
PublicAPIField1,AndroidSpecific,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,24,0,4,0,19,34,0,17,0,1,0,5,887,5,0,991,47,69,18,0,48,0,558,0,16,0,262,2
Loop1,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,13,0,3,0,10,73,0,18,0,0,0,3,1062,4,0,1323,24,186,18,0,43,0,785,0,0,0,233,1
Loop1,GeneralJava,TRUE,TRUE,a838a81a7ff63391bcfe03253fc27b8e,e5613aad75bc3bad53f848ba14482c54,0,30,0,3,0,25,146,0,16,0,2,0,5,2795,5,0,3013,53,70,18,0,42,0,2343,0,35,0,373,3
NativeIDFunction,Native,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,67,0,12,1,49,74,0,28,0,5,0,17,3223,5,0,3395,113,96,36,0,141,26,2340,0,77,0,663,3
UnreachableBoth,UnreachableCode,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,33,0,10,0,20,28,0,22,0,3,0,13,2433,6,0,2505,49,43,25,0,122,0,1602,0,45,0,662,3
ActivityEventSequence2,Lifecycle,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,34,0,18,0,16,22,0,45,0,0,0,18,3126,3,0,3207,58,58,45,0,321,0,1487,0,0,0,1316,1
ActivityCommunication1,InterComponentCommunication,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,17,1,1,0,11,284,0,23,2,2,3,3,714,5,0,1103,21,103,27,11,12,0,625,30,27,177,49,2
JavaThread2,Threading,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,8,0,1,0,4,163,0,19,1,2,1,3,649,4,0,836,10,22,26,0,11,0,484,17,33,82,119,2
NativeIDFunction,Native,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,59,0,11,0,42,117,0,28,1,5,1,16,2842,6,0,3096,99,136,36,0,131,0,2135,12,71,81,501,3
StringToCharArray1,GeneralJava,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,15,0,4,0,11,58,0,18,0,0,0,4,1014,4,0,1120,32,46,18,0,49,0,804,0,0,0,160,1
PublicAPIField1,AndroidSpecific,TRUE,TRUE,c167cc6905f08070a40daaa496572761,2e7e40004499adec94e4fbc8276cb8db,0,23,0,2,0,19,41,0,16,0,2,0,4,773,4,0,908,44,93,18,0,17,0,594,0,29,0,130,2
Exceptions3,GeneralJava,FALSE,TRUE,29ea37dd3fee251e76d512636d738ba3,9e71d1dbb7f99254dd5f81811f612f41,0,18,0,12,0,6,22,0,23,0,0,0,12,1030,4,0,1115,29,62,23,0,158,0,126,0,0,0,744,1
DirectLeak1,AndroidSpecific,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,9,0,1,0,6,26,0,12,0,2,0,3,305,5,0,392,15,61,14,0,12,0,188,0,27,0,76,2
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,91964892620be59e2aad306477d20772,0,47,0,11,0,32,37,0,24,0,4,0,15,3310,6,0,3419,92,70,31,0,136,0,2334,0,62,0,776,2
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,29,2,11,1,10,132,0,27,0,5,2,16,1234,4,0,1410,36,42,32,25,137,16,301,0,81,46,713,3
ServiceEventSequence1,Lifecycle,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,60,0,11,0,44,184,0,37,1,4,1,15,3277,5,0,3533,108,71,67,0,148,0,2432,17,58,71,636,3
StringPatternMatching1,GeneralJava,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,19,0,1,0,16,24,0,19,0,2,0,3,636,4,0,685,29,24,21,0,12,0,533,0,30,0,60,2
Library2,AndroidSpecific,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,13,0,5,0,8,210,0,21,0,0,0,5,1783,4,0,2064,21,69,21,0,81,0,1006,0,0,0,695,1
ActivityEventSequence2,Lifecycle,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,34,0,17,0,17,15,0,45,0,0,0,17,3649,4,0,3728,58,63,45,0,303,0,1560,0,0,0,1783,1
ServiceLifecycle1,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,13,0,2,0,11,58,0,24,0,0,0,2,446,4,0,531,18,26,24,0,25,0,315,0,0,0,105,1
LocationLeak1,Callbacks,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,31,1,10,0,20,174,0,43,0,0,1,10,3371,4,0,3619,46,73,43,22,179,0,2225,0,0,59,966,1
ActivityEventSequence1,Lifecycle,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,31,0,7,0,19,57,0,17,0,5,0,12,1906,5,0,2089,48,125,29,0,84,0,1329,0,75,0,414,3
Loop2,GeneralJava,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,16,0,3,0,12,23,0,17,0,1,0,4,618,5,0,950,31,307,19,0,39,0,445,0,15,0,117,2
ActivityLifecycle1,Lifecycle,TRUE,TRUE,08fc095d5714b1ac5ea7127b4f270872,c167cc6905f08070a40daaa496572761,0,28,0,7,0,18,55,0,28,0,3,0,10,2918,6,0,3027,46,53,33,0,102,0,1883,0,57,0,873,2
MultiHandlers1,Callbacks,FALSE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,3c6cd0d0cee483981c0494449b550b3e,0,71,1,25,4,41,493,0,105,0,0,1,25,3496,3,0,4107,112,117,105,19,389,271,2000,0,0,126,1105,1
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,18,1,2,0,10,148,0,22,2,3,3,5,765,4,0,947,18,33,29,12,25,0,489,31,43,69,206,2
StringPatternMatching1,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,19,0,1,0,16,22,0,19,0,2,0,3,925,4,0,978,29,30,21,0,12,0,775,0,29,0,108,2
Library2,AndroidSpecific,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,13,0,4,0,9,115,0,21,0,0,0,4,1663,5,0,1984,21,203,21,0,60,0,1116,0,0,0,485,1
SubscriberId1,EmulatorDetection,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,66,0,8,0,50,72,0,23,0,8,0,16,3134,4,0,3317,108,109,36,0,97,0,2449,0,110,0,475,3
Serialization1,GeneralJava,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,83,0,12,2,60,141,0,29,0,9,0,21,4041,4,0,4299,144,115,42,0,154,106,2735,0,150,0,999,4
FieldSensitivity3,FieldAndObjectSensitivity,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,82,1,4,0,68,333,0,25,2,7,3,11,3495,7,0,3900,123,70,35,13,55,0,2849,32,107,161,482,4
NativeIDFunction,Native,TRUE,TRUE,deff008c3e97a553e3156dae1439858c,1ef9d1d10bc982ab49d3b8eaf4409c05,0,82,0,16,0,59,67,0,28,1,6,1,22,4161,4,0,4345,139,115,36,0,203,0,2955,16,83,23,917,4
IP1,EmulatorDetection,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,78,0,13,0,55,43,0,25,0,10,0,23,3857,5,0,3974,124,72,51,0,157,0,2766,0,145,0,785,5
StaticInitialization2,GeneralJava,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,23,0,8,0,13,65,0,20,1,1,1,9,1104,5,0,1221,37,50,23,0,93,0,618,14,17,27,375,2
Exceptions1,GeneralJava,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,15,0,3,0,11,20,0,19,0,1,0,4,458,5,0,501,20,23,21,0,36,0,301,0,15,0,103,2
UnreachableSink1,UnreachableCode,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,13,0,1,0,10,19,0,18,0,2,0,3,415,5,0,469,19,34,20,0,13,0,285,0,27,0,88,2
Reflection1,Reflection,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,455b5a41fee3f4d1e256727f07d3f3f7,0,37,2,4,0,23,258,0,28,2,6,4,10,2146,5,0,2433,43,27,41,23,52,0,1546,31,92,177,454,3
Unregister1,Callbacks,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,4927839d0bfc64be8099aac544fbadfd,0,25,1,14,0,10,195,0,33,0,0,1,14,953,4,0,1211,38,62,33,13,184,0,281,0,0,123,486,1
LocationLeak2,Callbacks,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,67,0,23,0,42,48,0,37,0,2,0,25,4452,5,0,4635,117,134,40,0,309,0,3174,0,30,0,936,3
NativeIDFunction,Native,TRUE,TRUE,3fa3ced729021dfe3f9716ed7591b7f8,c167cc6905f08070a40daaa496572761,0,83,0,19,1,58,78,0,28,0,5,0,24,4179,4,0,4333,140,74,36,0,227,0,2880,0,73,0,997,4
ArrayToString1,ArraysAndLists,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,18,0,1,0,16,26,0,16,0,1,0,2,887,4,0,941,37,26,18,0,14,0,767,0,15,0,89,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,13,0,2,0,11,30,0,24,0,0,0,2,409,4,0,487,18,46,24,0,19,0,281,0,0,0,107,1
JavaThread2,Threading,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,7,0,1,0,3,184,0,19,1,2,1,3,274,4,0,479,9,20,26,0,11,0,116,15,31,22,114,2
RegisterGlobal2,Callbacks,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,17,0,5,0,8,182,0,34,1,3,1,8,669,4,0,910,19,57,50,0,67,0,195,14,47,134,359,2
LocationLeak2,Callbacks,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,45,0,16,0,27,31,0,36,0,2,0,18,1875,5,0,1936,82,28,40,0,210,0,1056,0,32,0,576,2
PrivateDataLeak3,AndroidSpecific,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,35,0,9,0,18,36,0,29,0,8,0,17,1871,5,0,1914,54,6,42,0,123,0,981,0,136,0,628,2
EventOrdering1,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,21,0,6,0,12,65,0,13,0,3,0,9,876,5,0,1071,29,129,22,0,76,0,366,0,45,0,386,3
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,36,0,10,0,23,20,0,24,0,3,0,13,1460,4,0,1561,75,79,31,0,129,0,835,0,43,0,451,2
ApplicationLifecycle2,Lifecycle,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,14,0,1,0,11,118,0,23,0,2,0,3,769,4,0,1069,16,180,29,0,15,0,622,0,28,0,102,2
Loop1,GeneralJava,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,21,0,3,0,16,137,0,16,0,2,0,5,2289,4,0,2492,37,64,18,0,31,0,1692,0,37,0,526,2
NativeIDFunction,Native,TRUE,TRUE,4927839d0bfc64be8099aac544fbadfd,c35ed0b7f9c3d443ecacff168d0a98c6,0,60,0,11,0,42,64,0,28,1,6,1,17,2666,4,0,2835,101,103,36,0,137,0,1700,13,78,28,748,3
PrivateDataLeak3,AndroidSpecific,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,51,0,15,0,28,56,0,29,0,8,0,23,2614,4,0,2767,76,95,42,0,197,0,1352,0,130,0,933,3
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,20,2,5,0,7,327,0,27,2,4,4,9,733,5,0,1092,25,30,32,24,62,0,264,36,66,173,339,2
ServiceEventSequence1,Lifecycle,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,cfd95fd0a60d05e28f68af32281dcb9d,0,50,2,22,0,26,117,0,67,0,0,2,22,2242,4,0,2383,82,22,67,27,326,0,1074,0,0,50,840,1
Obfuscation1,AndroidSpecific,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,16,2,4,0,10,329,0,28,0,0,2,4,1592,4,0,2030,20,108,28,32,65,0,1343,0,0,168,182,1
Button5,Callbacks,TRUE,TRUE,29ea37dd3fee251e76d512636d738ba3,9e71d1dbb7f99254dd5f81811f612f41,0,10,0,5,0,5,83,0,21,0,0,0,5,929,6,0,1102,13,88,21,0,56,0,451,0,0,0,421,1
BroadcastReceiverLifecycle1,Lifecycle,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,8,0,4,0,4,95,0,16,0,0,0,4,295,4,0,412,11,21,16,0,44,0,162,0,0,0,88,1
Exceptions3,GeneralJava,FALSE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,18,0,14,0,4,59,0,23,0,0,0,14,977,4,0,1074,29,37,23,0,181,0,125,0,0,0,668,1
ActivityLifecycle1,Lifecycle,TRUE,TRUE,a7247cd296efcc732536a4466758a1f8,1ef9d1d10bc982ab49d3b8eaf4409c05,0,45,0,13,0,29,185,0,28,0,3,0,16,4808,5,0,5068,71,72,33,0,190,0,3265,0,55,0,1296,3
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,19,0,3,1,10,392,0,22,2,3,2,6,841,4,0,1264,19,29,29,0,36,300,598,30,45,43,161,2
Exceptions1,GeneralJava,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,15,0,2,0,12,37,0,19,0,1,0,3,872,4,0,919,20,9,21,0,27,0,639,0,17,0,186,2
ActivityLifecycle3,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,14,0,0,0,13,25,0,18,0,1,0,1,373,4,0,448,16,48,23,0,0,0,333,0,16,0,23,2
Executor1,Threading,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,16,0,2,0,11,56,0,24,1,2,1,4,768,5,0,935,20,111,31,0,21,0,562,18,32,12,151,2
ApplicationLifecycle2,Lifecycle,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,14,0,1,0,11,71,0,23,0,2,0,3,386,5,0,492,16,34,29,0,13,0,291,0,33,0,47,2
SubscriberId1,EmulatorDetection,TRUE,TRUE,b6e0326d94af6e730acbedd03ff773f7,710aa5265c13ae4bad533ccb30798a01,0,30,0,10,0,20,60,0,36,0,0,0,10,1997,5,0,2127,55,69,36,0,151,0,1432,0,0,0,411,1
