apk,category,violation_type,is_violation,config1,config2,aql_timer,ast_changes,bad_aql_runs_binary,bad_aql_runs_hdd,bad_compile_runs_binary,bad_compile_runs_hdd,binary_timer,compile_timer,end_line_count,good_aql_runs_binary,good_aql_runs_hdd,good_compile_runs_binary,good_compile_runs_hdd,hdd_timer,jdeps_timer,method_timer,program_timer,rejected_changes,setup_timer,start_line_count,time_bad_aql_runs_binary,time_bad_aql_runs_hdd,time_bad_compile_runs_binary,time_bad_compile_runs_hdd,time_good_aql_runs_binary,time_good_aql_runs_hdd,time_good_compile_runs_binary,time_good_compile_runs_hdd,total_rotations
PlayStore1,EmulatorDetection,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,52,0,11,0,32,358,0,39,1,8,1,19,7465,4,0,7916,90,93,66,0,141,0,4224,16,114,213,2983,2
Exceptions2,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,19,0,5,0,12,15,0,19,0,2,0,7,564,4,0,625,27,45,23,0,50,0,274,0,22,0,217,2
ContentProvider1,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,60,1,2,0,49,708,0,60,2,6,3,8,8307,3,0,9187,101,171,90,13,25,0,7037,28,86,427,1156,2
TimerTask1,Threading,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,43,0,8,0,29,68,0,30,1,5,1,13,1082,3,0,1206,65,55,57,0,74,0,659,12,62,29,283,3
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,455b5a41fee3f4d1e256727f07d3f3f7,0,36,0,11,0,22,66,0,24,0,3,0,14,861,2,0,947,75,18,31,0,114,0,397,0,32,0,315,2
ActivityLifecycle1,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,24,0,14,0,10,50,0,33,0,0,0,14,1313,3,0,1405,35,40,33,0,177,0,415,0,0,0,720,1
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,14,0,3,0,7,45,0,14,0,4,0,7,501,3,0,595,20,47,24,0,28,0,214,0,48,0,209,2
ArrayAccess3,ArraysAndLists,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,10,0,2,0,6,18,0,14,0,2,0,4,239,3,0,279,19,21,19,0,18,0,87,0,24,0,108,2
Button2,Callbacks,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,33,0,16,0,13,215,0,27,1,3,1,19,1847,3,0,2108,54,44,40,0,185,0,633,15,43,127,984,3
Exceptions2,GeneralJava,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,19,0,5,0,12,17,0,19,0,2,0,7,472,3,0,507,27,18,23,0,51,0,228,0,22,0,169,2
LocationLeak2,Callbacks,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,45,0,16,0,27,18,0,36,0,2,0,18,1243,4,0,1279,82,16,40,0,171,0,576,0,27,0,467,2
ActivityLifecycle1,Lifecycle,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,28,0,11,0,14,36,0,28,0,3,0,14,1641,3,0,1738,46,59,33,0,118,0,721,0,39,0,761,2
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,18,1,2,0,10,93,0,22,2,3,3,5,413,3,0,525,18,17,29,9,19,0,199,23,33,33,160,2
Exceptions3,GeneralJava,FALSE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,3b2fa3b6cabf78f17a288ce1c8f84595,0,18,0,14,0,4,61,0,23,0,0,0,14,627,3,0,718,29,29,23,0,141,0,189,0,0,0,295,1
StaticInitialization2,GeneralJava,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,32,0,13,0,16,46,0,21,1,2,1,15,772,4,0,846,49,27,23,0,140,0,277,10,25,15,328,2
Loop2,GeneralJava,TRUE,TRUE,7196205eb13a717874272a12b099976f,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,16,0,3,0,12,18,0,17,0,1,0,4,493,3,0,532,31,20,19,0,28,0,324,0,13,0,126,2
ArrayToString1,ArraysAndLists,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,18,0,3,0,14,19,0,16,0,1,0,4,465,3,0,507,37,22,18,0,33,0,251,0,12,0,167,2
EventOrdering1,Lifecycle,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,18,0,6,0,9,20,0,13,0,3,0,9,473,4,0,532,26,38,22,0,57,0,177,0,36,0,202,3
StartProcessWithSecret1,GeneralJava,TRUE,TRUE,29ea37dd3fee251e76d512636d738ba3,9e71d1dbb7f99254dd5f81811f612f41,0,11,0,3,0,7,43,0,16,0,1,0,4,350,3,0,417,16,23,18,0,28,0,208,0,12,0,99,2
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,36,0,11,0,22,15,0,24,0,3,0,14,1185,3,0,1221,75,19,31,0,111,0,616,0,30,0,425,2
StringToCharArray1,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,15,0,5,0,10,18,0,18,0,0,0,5,371,3,0,410,32,20,18,0,49,0,222,0,0,0,98,1
ContentProvider1,EmulatorDetection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,60,1,2,0,49,487,0,60,2,6,3,8,8085,3,0,8745,101,172,90,13,28,0,7020,29,88,299,946,2
MultidimensionalArray1,ArraysAndLists,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,18,0,3,0,14,27,0,15,0,1,0,4,459,4,0,510,37,22,17,0,28,0,347,0,12,0,70,2
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,14,0,3,0,7,59,0,14,0,4,0,7,395,3,0,508,20,52,24,0,28,0,142,0,49,0,174,2
Loop2,GeneralJava,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,16,0,3,0,12,13,0,17,0,1,0,4,398,4,0,445,31,32,19,0,28,0,282,0,11,0,76,2
ActivityEventSequence2,Lifecycle,TRUE,TRUE,de67f959377c84f91410206a10b57495,22562e10e3112e5c53f176bb1d80413c,0,34,0,26,0,8,35,0,45,0,0,0,26,2096,3,0,2157,58,25,45,0,354,0,537,0,0,0,1202,1
ServiceLifecycle2,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,26,0,6,0,18,73,0,24,1,1,1,7,594,3,0,728,39,60,33,0,56,0,344,12,12,32,180,2
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,20,2,5,0,7,119,0,27,2,4,4,9,446,3,0,583,25,16,32,20,52,0,145,25,49,55,198,2
Ordering1,Callbacks,FALSE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,3c6cd0d0cee483981c0494449b550b3e,0,34,1,22,0,11,51,0,49,0,0,1,22,983,3,0,1061,55,26,49,12,245,0,160,0,0,17,576,1
ServiceLifecycle2,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,28,1,6,0,18,110,0,24,2,1,3,7,713,4,0,847,39,23,33,4,60,0,440,23,12,65,199,2
MethodOverride1,Callbacks,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,9,0,1,0,6,16,0,13,0,2,0,3,279,3,0,349,13,53,19,0,9,0,166,0,20,0,82,2
ActivityLifecycle2,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,17,1,2,0,10,183,0,21,2,2,3,4,505,3,0,711,19,21,24,10,18,0,293,24,22,117,170,2
BytecodeTamper1,SelfModification,FALSE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,691c8aee3c8122ba7071c39842bf3a89,0,21,2,14,0,5,86,0,28,0,0,2,14,474,4,0,600,28,39,28,20,145,0,77,0,0,27,251,1
ActivityLifecycle3,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,14,0,0,0,13,38,0,18,0,1,0,1,350,3,0,408,16,20,23,0,0,0,304,0,11,0,33,2
StringToOutputStream1,GeneralJava,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,20,0,3,0,16,50,0,17,0,1,0,4,424,3,0,504,43,29,19,0,28,0,299,0,10,0,86,2
File1,EmulatorDetection,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,111,0,11,0,91,34,0,32,0,9,0,20,2592,4,0,2645,243,18,46,0,107,0,1863,0,95,0,523,3
PlayStore1,EmulatorDetection,TRUE,TRUE,b6e0326d94af6e730acbedd03ff773f7,710aa5265c13ae4bad533ccb30798a01,0,46,0,11,0,26,271,0,39,1,8,1,19,7288,4,0,7772,81,213,66,0,161,0,4123,16,136,92,2865,2
ArrayToString1,ArraysAndLists,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,18,0,3,0,14,17,0,16,0,1,0,4,519,3,0,604,37,66,18,0,29,0,392,0,11,0,87,2
ArrayCopy1,ArraysAndLists,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,20,0,5,0,14,23,0,16,0,1,0,6,470,3,0,507,43,13,18,0,47,0,297,0,9,0,114,2
Exceptions2,GeneralJava,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,19,0,5,0,12,16,0,19,0,2,0,7,497,3,0,532,27,18,23,0,46,0,276,0,22,0,151,2
Library2,AndroidSpecific,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,13,0,5,0,8,43,0,21,0,0,0,5,1043,3,0,1122,21,35,21,0,60,0,633,0,0,0,347,1
UnreachableSink1,UnreachableCode,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,13,0,1,0,10,18,0,18,0,2,0,3,252,3,0,325,19,53,20,0,9,0,183,0,20,0,39,2
IntentSink1,InterComponentCommunication,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,9e71d1dbb7f99254dd5f81811f612f41,0,13,0,6,0,7,37,0,18,0,0,0,6,734,3,0,811,24,39,18,0,81,0,422,0,0,0,229,1
Button2,Callbacks,TRUE,TRUE,a838a81a7ff63391bcfe03253fc27b8e,e5613aad75bc3bad53f848ba14482c54,0,34,0,17,0,13,132,0,20,1,3,1,20,1739,3,0,1943,53,71,40,0,189,0,649,14,41,40,859,4
Reflection1,Reflection,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,26,2,2,0,14,138,0,28,2,6,4,8,587,3,0,772,29,45,41,17,22,0,286,22,66,80,212,2
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,59,3,19,0,37,289,0,74,0,0,3,19,2962,3,0,3367,91,114,74,34,250,0,1720,0,0,172,989,1
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,14,0,3,0,7,42,0,14,0,4,0,7,364,3,0,453,20,45,24,0,28,0,167,0,44,0,124,2
Exceptions2,GeneralJava,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,19,0,5,0,12,17,0,19,0,2,0,7,453,3,0,490,27,18,23,0,53,0,288,0,22,0,88,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,13,0,2,0,11,18,0,24,0,0,0,2,320,3,0,354,18,15,24,0,21,0,258,0,0,0,39,1
LocationLeak1,Callbacks,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,44,0,19,0,22,101,0,40,1,2,1,21,2201,3,0,2350,69,47,43,0,229,0,982,12,30,41,958,2
Exceptions1,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,15,0,3,0,11,29,0,19,0,1,0,4,377,3,0,424,20,16,21,0,30,0,209,0,11,0,125,2
PI1,EmulatorDetection,TRUE,TRUE,3c6cd0d0cee483981c0494449b550b3e,9e71d1dbb7f99254dd5f81811f612f41,0,88,0,34,0,54,12,0,90,0,0,0,34,2609,3,0,2641,205,18,90,0,365,0,1291,0,0,0,950,1
ServiceLifecycle2,Lifecycle,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,26,0,6,0,18,45,0,24,1,1,1,7,632,3,0,699,39,21,33,0,56,0,411,12,12,16,152,2
Clone1,GeneralJava,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,18,0,3,0,14,38,0,16,0,1,0,4,489,5,0,547,37,18,18,0,29,0,333,0,11,0,115,2
Reflection1,Reflection,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,26,2,2,0,14,130,0,28,2,6,4,8,506,3,0,654,29,16,41,17,20,0,239,26,69,65,177,2
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,36,0,13,0,23,75,0,71,0,0,0,13,2083,3,0,2191,60,32,71,0,174,0,1121,0,0,0,786,1
Exceptions6,GeneralJava,TRUE,TRUE,de67f959377c84f91410206a10b57495,22562e10e3112e5c53f176bb1d80413c,0,18,0,4,0,12,15,0,21,0,2,0,6,459,3,0,499,24,23,25,0,37,0,260,0,20,0,139,2
RegisterGlobal1,Callbacks,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,59,1,10,0,43,40,0,50,0,5,1,15,1715,3,0,1778,97,22,97,9,102,0,1227,0,66,18,317,2
Reflection1,Reflection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,26,2,2,0,14,112,0,28,2,6,4,8,627,4,0,760,29,19,41,15,18,0,336,22,63,54,208,2
BroadcastReceiverLifecycle2,Lifecycle,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,36,0,9,0,20,53,0,27,1,6,1,15,1001,4,0,1111,55,56,38,0,90,0,408,12,82,15,418,2
LocationLeak2,Callbacks,TRUE,TRUE,3fa3ced729021dfe3f9716ed7591b7f8,c167cc6905f08070a40daaa496572761,0,44,0,19,0,23,16,0,37,0,2,0,21,1206,3,0,1262,79,38,40,0,198,0,431,0,22,0,552,2
JavaThread2,Threading,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,7,0,1,0,3,70,0,19,1,2,1,3,161,3,0,256,9,24,26,0,9,0,49,11,23,16,79,2
RegisterGlobal1,Callbacks,TRUE,TRUE,11ae93098ba164b2ea37aab11dde9e12,9e71d1dbb7f99254dd5f81811f612f41,0,129,1,57,0,65,53,0,67,0,6,1,63,3863,3,0,3954,206,36,97,9,697,0,1449,0,80,11,1633,3
Merge1,Aliasing,FALSE,TRUE,c167cc6905f08070a40daaa496572761,b113be2d9166c32182a638bbebda617a,0,64,1,24,0,39,48,0,70,0,0,1,24,1486,3,0,1556,115,21,70,12,259,0,711,0,0,11,514,1
Library2,AndroidSpecific,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,13,0,5,0,8,43,0,21,0,0,0,5,936,3,0,1075,21,95,21,0,55,0,540,0,0,0,339,1
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,36,0,13,0,23,44,0,71,0,0,0,13,2092,4,0,2163,60,26,71,0,167,0,1335,0,0,0,588,1
ApplicationLifecycle2,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,14,0,1,0,11,22,0,23,0,2,0,3,405,4,0,469,16,40,29,0,10,0,299,0,24,0,70,2
ActivityLifecycle3,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,14,0,0,0,13,17,0,18,0,1,0,1,309,3,0,351,16,23,23,0,0,0,282,0,12,0,14,2
FragmentLifecycle1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,42,0,12,0,24,85,0,33,1,5,1,17,2210,3,0,2330,64,33,43,0,132,0,1167,14,66,37,842,2
ServiceEventSequence1,Lifecycle,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,607ec35eb44d00467d94df062d65907a,0,41,0,8,0,28,43,0,37,1,4,1,12,1164,3,0,1231,74,22,67,0,78,0,797,11,47,12,239,2
Exceptions6,GeneralJava,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,18,0,4,0,12,17,0,21,0,2,0,6,439,4,0,498,24,41,25,0,38,0,229,0,22,0,149,2
LocationLeak1,Callbacks,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,44,0,19,0,22,88,0,40,1,2,1,21,2292,3,0,2487,69,106,43,0,230,0,1095,14,28,51,937,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,13,0,2,0,11,27,0,24,0,0,0,2,277,3,0,321,18,16,24,0,19,0,235,0,0,0,22,1
Obfuscation1,AndroidSpecific,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,21,1,1,0,14,318,0,21,2,3,3,4,897,4,0,1307,24,91,28,10,12,0,603,22,34,240,247,2
FragmentLifecycle1,Lifecycle,TRUE,TRUE,8591a3f81e4c6bf2034e389c3aacaff4,1ef9d1d10bc982ab49d3b8eaf4409c05,0,42,0,12,0,24,102,0,33,1,5,1,17,1836,3,0,1972,64,33,43,0,137,0,951,12,65,48,679,2
Reflection3,Reflection,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,607ec35eb44d00467d94df062d65907a,0,43,0,6,0,28,77,0,35,0,9,0,15,1089,3,0,1188,78,21,55,0,57,0,554,0,105,0,370,2
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,20,2,5,0,7,138,0,27,2,4,4,9,515,3,0,667,25,13,32,18,45,0,153,22,48,78,267,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,13,0,2,0,11,30,0,24,0,0,0,2,245,3,0,296,18,20,24,0,18,0,198,0,0,0,28,1
Reflection4,Reflection,TRUE,TRUE,1d88982f9e87405a1230b4d960d3312a,947ec69eab53c807c76e110d66262b3c,0,52,3,10,0,30,323,0,38,3,6,6,16,1249,3,0,1599,59,26,48,28,98,0,660,31,61,223,427,3
FieldSensitivity3,FieldAndObjectSensitivity,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,455b5a41fee3f4d1e256727f07d3f3f7,0,56,1,5,0,42,136,0,25,2,6,3,11,1300,3,0,1482,86,45,35,8,51,0,979,25,72,69,196,3
Reflection1,Reflection,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,c167cc6905f08070a40daaa496572761,0,26,2,2,0,14,118,0,28,2,6,4,8,625,3,0,763,29,19,41,17,20,0,307,22,68,60,228,2
FieldSensitivity3,FieldAndObjectSensitivity,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,56,1,5,0,42,156,0,25,2,6,3,11,1469,3,0,1646,86,19,35,8,49,0,1087,20,67,104,263,3
LocationLeak3,Callbacks,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,29,3,11,0,15,198,0,53,0,0,3,11,1266,3,0,1583,41,118,53,34,145,0,676,0,0,109,444,1
Build1,EmulatorDetection,TRUE,TRUE,b6e0326d94af6e730acbedd03ff773f7,710aa5265c13ae4bad533ccb30798a01,0,47,0,10,0,37,23,0,44,0,0,0,10,1296,3,0,1339,104,18,44,0,111,0,974,0,0,0,209,1
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,14,0,3,0,7,27,0,14,0,4,0,7,354,3,0,399,20,17,24,0,27,0,138,0,47,0,139,2
ActivityEventSequence2,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,34,0,26,0,8,30,0,45,0,0,0,26,2024,3,0,2099,58,44,45,0,366,0,366,0,0,0,1290,1
TimerTask1,Threading,TRUE,TRUE,b66aee1973252432eb7be1150a139fe9,0010ef0a18892bb01f8852b01dd82619,0,43,0,8,0,29,102,0,30,1,5,1,13,1221,3,0,1384,65,60,57,0,78,0,683,11,58,63,401,3
LocationLeak1,Callbacks,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,44,0,19,0,22,189,0,40,1,2,1,21,2175,3,0,2419,69,54,43,0,226,0,1034,12,34,116,879,2
ApplicationLifecycle2,Lifecycle,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,14,0,1,0,11,34,0,23,0,2,0,3,337,3,0,390,16,17,29,0,9,0,258,0,21,0,46,2
ActivityEventSequence1,Lifecycle,TRUE,TRUE,7196205eb13a717874272a12b099976f,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,21,0,4,0,13,23,0,17,0,4,0,8,478,3,0,516,32,14,29,0,40,0,258,0,46,0,133,2
PrivateDataLeak2,AndroidSpecific,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,5,0,1,0,3,22,0,11,0,1,0,2,144,3,0,209,8,42,13,0,9,0,48,0,10,0,75,2
StaticInitialization2,GeneralJava,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,32,0,13,0,16,66,0,21,1,2,1,15,821,4,0,911,49,23,23,0,137,0,380,10,23,32,279,2
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,18,1,2,0,10,134,0,22,2,3,3,5,375,3,0,530,18,19,29,8,18,0,200,21,32,83,122,2
BroadcastReceiverLifecycle1,Lifecycle,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,8,0,4,0,4,14,0,16,0,0,0,4,152,3,0,184,11,17,16,0,34,0,65,0,0,0,51,1
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,14,0,3,0,7,16,0,14,0,4,0,7,460,3,0,602,20,124,24,0,29,0,176,0,45,0,209,2
ServiceLifecycle1,Lifecycle,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,13,0,2,0,11,20,0,24,0,0,0,2,271,3,0,308,18,15,24,0,17,0,216,0,0,0,36,1
Executor1,Threading,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,16,0,2,0,11,93,0,24,1,2,1,4,316,3,0,432,20,21,31,0,18,0,195,11,20,30,82,2
ActivityLifecycle1,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,24,0,14,0,10,76,0,33,0,0,0,14,1203,4,0,1349,35,70,33,0,173,0,446,0,0,0,582,1
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,59,3,19,0,37,158,0,74,0,0,3,19,3040,3,0,3262,91,62,74,35,253,0,1884,0,0,82,901,1
Obfuscation1,AndroidSpecific,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,21,1,1,0,14,196,0,21,2,3,3,4,876,3,0,1118,24,44,28,10,10,0,617,22,35,121,213,2
Loop1,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,13,0,4,0,9,37,0,18,0,0,0,4,613,3,0,693,24,42,18,0,48,0,384,0,0,0,179,1
Reflection7,Reflection,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,35,2,4,0,18,145,0,35,2,9,4,13,782,3,0,951,50,23,51,18,38,0,377,23,111,82,254,2
Button5,Callbacks,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,10,0,5,0,5,50,0,21,0,0,0,5,671,3,0,784,13,62,21,0,58,0,326,0,0,0,285,1
ServiceLifecycle1,Lifecycle,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,13,0,2,0,11,18,0,24,0,0,0,2,253,4,0,338,18,65,24,0,16,0,193,0,0,0,44,1
ActivityEventSequence1,Lifecycle,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,21,0,4,0,13,47,0,17,0,4,0,8,488,3,0,560,32,24,29,0,37,0,218,0,48,0,183,2
MultidimensionalArray1,ArraysAndLists,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,18,0,3,0,14,37,0,15,0,1,0,4,396,3,0,463,37,29,17,0,26,0,291,0,11,0,66,2
