violation,file1,file2,execs1,execs2,uniq1,uniq2,presence_1minus2,presence_2minus1,frequency_1minus2_sum,frequency_2minus1_sum,frequency_1minus2_mean,frequency_2minus1_mean,frequency_1minus2_max,frequency_2minus1_max,frequency_1minus2_min,frequency_2minus1_min,frequency_1minus2_median,frequency_2minus1_median
TRUE,/home/austin/Desktop/default/Loop2-coverage.txt,/home/austin/Desktop/analyzeframeworks/Loop2_analyzeframeworks_-coverage.txt,12247352,11906476,14979,13538,1547,106,349815,8939,120.0463281,8.024236984,10176,268,1,1,15,4.5
FALSE,/home/austin/Desktop/default/Looper1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Looper1_analyzeframeworks_-coverage.txt,20315754,20139463,16105,15402,733,30,191874,15583,155.6155718,14.19216758,11312,364,1,1,9,13.5
FALSE,/home/austin/Desktop/default/Merge1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Merge1_analyzeframeworks_-coverage.txt,20761270,20543017,15788,15286,563,61,231171,12918,177.5506912,6.246615087,11813,239,1,1,15,4.5
FALSE,/home/austin/Desktop/default/MethodOverride1-coverage.txt,/home/austin/Desktop/analyzeframeworks/MethodOverride1_analyzeframeworks_-coverage.txt,11538654,11296095,13079,12614,480,15,242715,156,190.3647059,2.294117647,10724,7,1,1,2,1.5
FALSE,/home/austin/Desktop/default/MultidimensionalArray1-coverage.txt,/home/austin/Desktop/analyzeframeworks/MultidimensionalArray1_analyzeframeworks_-coverage.txt,9933033,9733968,13899,13379,550,30,199279,214,144.5097897,2.301075269,7106,37,1,1,4,1
FALSE,/home/austin/Desktop/default/MultiHandlers1-coverage.txt,/home/austin/Desktop/analyzeframeworks/MultiHandlers1_analyzeframeworks_-coverage.txt,13354189,13039649,14160,13245,1006,91,322211,7671,148.5527893,6.986338798,10857,202,1,1,8,4.5
TRUE,/home/austin/Desktop/default/NativeIDFunction-coverage.txt,/home/austin/Desktop/analyzeframeworks/NativeIDFunction_analyzeframeworks_-coverage.txt,11223152,10891600,15052,13396,1802,146,338286,6734,103.2619048,7.731343284,9986,198,1,1,13.5,3
FALSE,/home/austin/Desktop/default/Obfuscation1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Obfuscation1_analyzeframeworks_-coverage.txt,12032863,11781320,13278,12817,485,24,251677,134,195.5532246,2.09375,11188,7,1,1,2,1.5
FALSE,/home/austin/Desktop/default/ObjectSensitivity1-coverage.txt,/home/austin/Desktop/analyzeframeworks/ObjectSensitivity1_analyzeframeworks_-coverage.txt,11598700,11425898,13591,12273,1322,4,172902,100,68.83041401,5,7851,9,1,1,6,13.5
FALSE,/home/austin/Desktop/default/ObjectSensitivity2-coverage.txt,/home/austin/Desktop/analyzeframeworks/ObjectSensitivity2_analyzeframeworks_-coverage.txt,11884502,11656000,14328,13871,547,90,242379,13877,184.0387244,6.496722846,10273,239,1,1,4,3
FALSE,/home/austin/Desktop/default/OnlyIntentReceive-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyIntent_analyzeframeworks_-coverage.txt,14117587,14566462,13922,15609,157,1844,69408,518283,36.53052632,77.71524966,2919,9124,1,1,6,8
FALSE,/home/austin/Desktop/default/OnlyIntent-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyIntentReceive_analyzeframeworks_-coverage.txt,15472285,14130955,16680,13828,2909,57,1407576,66246,175.3770247,36.08169935,27619,2947,1,1,18,6
FALSE,/home/austin/Desktop/default/OnlySMS-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlySMS_analyzeframeworks_-coverage.txt,13749421,13770533,14177,14092,132,47,4655,25767,29.83974359,21.87351443,394,846,1,1,1.5,15
FALSE,/home/austin/Desktop/default/OnlyTelephony_Substring-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyTelephony_analyzeframeworks_-coverage.txt,13290931,13256566,13435,13329,150,44,54934,20569,16.7891198,14.56728045,976,1639,1,1,4.5,9
FALSE,/home/austin/Desktop/default/OnlyTelephony-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyTelephony_Dynamic_analyzeframeworks_-coverage.txt,13241976,13254476,13421,13329,136,44,9680,22180,7.781350482,13.59068627,394,1793,1,1,3,6
FALSE,/home/austin/Desktop/default/OnlyTelephony_Dynamic-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyTelephony_Reverse_analyzeframeworks_-coverage.txt,13239942,13454550,13417,13427,132,142,7798,222406,11.15593705,51.50671607,394,4387,1,1,2,15
FALSE,/home/austin/Desktop/default/OnlyTelephony_Reverse-coverage.txt,/home/austin/Desktop/analyzeframeworks/OnlyTelephony_Substring_analyzeframeworks_-coverage.txt,13429923,13312739,13498,13363,208,73,125254,8070,30.12361712,11.62824207,2480,1489,1,1,9,6
FALSE,/home/austin/Desktop/default/Ordering1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Ordering1_analyzeframeworks_-coverage.txt,13233318,12558078,15289,13508,1816,35,679356,4116,182.8683715,5.922302158,11998,120,1,1,41,3
FALSE,/home/austin/Desktop/default/Parcel1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Parcel1_analyzeframeworks_-coverage.txt,10832505,10579757,15294,14592,826,124,269552,16804,160.447619,7.930155734,6433,329,1,1,12,3
FALSE,/home/austin/Desktop/default/PI1-coverage.txt,/home/austin/Desktop/analyzeframeworks/PI1_analyzeframeworks_-coverage.txt,24421375,24231756,15120,14693,491,64,201218,11599,257.9717949,9.593879239,13276,269,1,1,3,4
FALSE,/home/austin/Desktop/default/PlayStore1-coverage.txt,/home/austin/Desktop/analyzeframeworks/PlayStore1_analyzeframeworks_-coverage.txt,19838691,19538088,14619,13463,1160,4,300811,208,124.7660722,10.4,12209,24,1,1,7,24
FALSE,/home/austin/Desktop/default/PlayStore2-coverage.txt,/home/austin/Desktop/analyzeframeworks/PlayStore2_analyzeframeworks_-coverage.txt,66256910,65745218,15910,15633,482,205,709800,198108,850.0598802,97.44613871,49377,3558,1,1,2,26
TRUE,/home/austin/Desktop/default/PrivateDataLeak1-coverage.txt,/home/austin/Desktop/analyzeframeworks/PrivateDataLeak1_analyzeframeworks_-coverage.txt,13332332,12605227,16507,14319,2224,36,731032,3927,157.8902808,6.1359375,11919,120,1,1,42,4.5
TRUE,/home/austin/Desktop/default/PrivateDataLeak2-coverage.txt,/home/austin/Desktop/analyzeframeworks/PrivateDataLeak2_analyzeframeworks_-coverage.txt,11588032,11324525,13971,12834,1141,4,263581,74,107.7159787,3.894736842,10736,6,1,1,3,6
FALSE,/home/austin/Desktop/default/PrivateDataLeak3-coverage.txt,/home/austin/Desktop/analyzeframeworks/PrivateDataLeak3_analyzeframeworks_-coverage.txt,12993392,12719041,15405,14080,1376,51,285516,11165,108.2319939,10.06762849,10626,311,1,1,6,5
FALSE,/home/austin/Desktop/default/PublicAPIField1-coverage.txt,/home/austin/Desktop/analyzeframeworks/PublicAPIField1_analyzeframeworks_-coverage.txt,10418714,10120338,14631,12886,1854,109,305226,6850,92.66120219,8.068315665,6725,202,1,1,13.5,3
TRUE,/home/austin/Desktop/default/PublicAPIField2-coverage.txt,/home/austin/Desktop/analyzeframeworks/PublicAPIField2_analyzeframeworks_-coverage.txt,9957785,9669528,13611,12528,1087,4,288411,154,105.7612761,7.7,7645,39,1,1,5,15
FALSE,/home/austin/Desktop/default/Reflection1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection1_analyzeframeworks_-coverage.txt,12894149,12650118,15234,14722,558,46,256169,12138,189.6143597,11.27019499,10738,268,1,1,7,7
FALSE,/home/austin/Desktop/default/Reflection2-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection2_analyzeframeworks_-coverage.txt,12903439,12658581,14780,14207,618,45,256966,12108,185.5350181,11.26325581,10738,268,1,1,8,7
FALSE,/home/austin/Desktop/default/Reflection3-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection3_analyzeframeworks_-coverage.txt,13940440,13701884,14647,14208,542,103,251044,12488,191.7830405,10.79343129,10706,268,1,1,3,6
FALSE,/home/austin/Desktop/default/Reflection4-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection4_analyzeframeworks_-coverage.txt,12349894,12363679,13039,12954,132,47,4466,18251,29,15.92582897,394,566,1,1,1.5,10.5
FALSE,/home/austin/Desktop/default/Reflection5-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection5_analyzeframeworks_-coverage.txt,12588350,12603727,13486,13406,132,52,4344,19721,28.39215686,16.74108659,394,622,1,1,1,10.5
FALSE,/home/austin/Desktop/default/Reflection6-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection6_analyzeframeworks_-coverage.txt,10015122,10030699,13129,13049,132,52,4356,19933,28.47058824,16.90670059,394,622,1,1,1,7
FALSE,/home/austin/Desktop/default/Reflection7-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection7_analyzeframeworks_-coverage.txt,13777397,13529276,14961,14353,654,46,258219,10098,178.5746888,9.35,10822,241,1,1,10.5,9
FALSE,/home/austin/Desktop/default/Reflection8-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection8_analyzeframeworks_-coverage.txt,13203072,13217072,13535,13448,131,44,4409,18409,29.00657895,15.89723661,394,568,1,1,1.5,10.5
FALSE,/home/austin/Desktop/default/Reflection9-coverage.txt,/home/austin/Desktop/analyzeframeworks/Reflection9_analyzeframeworks_-coverage.txt,13773478,13793312,13713,13634,132,53,4468,24302,29.20261438,20.52533784,394,743,1,1,1,13.5
FALSE,/home/austin/Desktop/default/RegisterGlobal1-coverage.txt,/home/austin/Desktop/analyzeframeworks/RegisterGlobal1_analyzeframeworks_-coverage.txt,13558111,13223189,15638,15075,594,31,342099,7177,132.9055944,7.177,10871,207,1,1,19.5,6
FALSE,/home/austin/Desktop/default/RegisterGlobal2-coverage.txt,/home/austin/Desktop/analyzeframeworks/RegisterGlobal2_analyzeframeworks_-coverage.txt,12725397,12483787,15408,14898,584,74,254674,13064,187.3980868,6.067812355,10785,239,1,1,6,2
FALSE,/home/austin/Desktop/default/SendSMS-coverage.txt,/home/austin/Desktop/analyzeframeworks/SendSMS_analyzeframeworks_-coverage.txt,13600158,13330048,15558,13873,1710,25,276642,6532,101.1118421,7.595348837,9172,171,1,1,9,6
FALSE,/home/austin/Desktop/default/Sensors1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Sensors1_analyzeframeworks_-coverage.txt,22817218,22611804,13903,13421,486,4,205622,208,232.8674972,8.666666667,13735,108,1,1,2,12
FALSE,/home/austin/Desktop/default/Serialization1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Serialization1_analyzeframeworks_-coverage.txt,10752364,10556564,15029,14385,749,105,208989,13189,130.618125,6.259610821,6786,239,1,1,10.5,2
FALSE,/home/austin/Desktop/default/ServiceCommunication1-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceCommunication1_analyzeframeworks_-coverage.txt,10814914,10637698,14441,13926,635,120,196844,19628,140.1024911,14.74680691,6264,431,1,1,4,8
FALSE,/home/austin/Desktop/default/ServiceEventSequence1-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceEventSequence1_analyzeframeworks_-coverage.txt,14364095,14202188,14770,13986,809,25,169221,7314,88.78331584,6.841908326,9623,153,1,1,4.5,4
FALSE,/home/austin/Desktop/default/ServiceEventSequence2-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceEventSequence2_analyzeframeworks_-coverage.txt,14649960,14485944,14873,14201,702,30,171075,7059,92.77386117,6.886829268,9653,150,1,1,4.5,5
FALSE,/home/austin/Desktop/default/ServiceEventSequence3-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceEventSequence3_analyzeframeworks_-coverage.txt,14592199,14421164,14920,14246,702,28,176723,5688,80.25567666,6.894545455,9701,139,1,1,6,4
FALSE,/home/austin/Desktop/default/ServiceLifecycle1-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceLifecycle1_analyzeframeworks_-coverage.txt,11541625,11282182,14398,13704,698,4,259742,299,100.3639876,2.006711409,10763,8,1,1,4.5,2
FALSE,/home/austin/Desktop/default/ServiceLifecycle2-coverage.txt,/home/austin/Desktop/analyzeframeworks/ServiceLifecycle2_analyzeframeworks_-coverage.txt,10190618,9976609,14535,13693,856,14,214241,232,77.37125316,6.823529412,7247,102,1,1,4,1.5
FALSE,/home/austin/Desktop/default/SharedPreferenceChanged1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SharedPreferenceChanged1_analyzeframeworks_-coverage.txt,9919700,9723164,12976,12685,295,4,196667,131,173.4276896,5.458333333,7104,42,1,1,6,10.5
FALSE,/home/austin/Desktop/default/SharedPreferences1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SharedPreferences1_analyzeframeworks_-coverage.txt,22668132,22279885,15810,15331,600,121,402972,14725,276.3868313,11.89418417,13706,284,1,1,13.5,10.5
FALSE,/home/austin/Desktop/default/SimpleAliasing1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SimpleAliasing1_analyzeframeworks_-coverage.txt,20462273,20291045,15554,15028,638,112,185165,13937,199.3164693,6.136944077,11755,239,1,1,3,2
FALSE,/home/austin/Desktop/default/SimpleUnreachable1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SimpleUnreachable1_analyzeframeworks_-coverage.txt,37012743,37008597,12551,12422,133,4,4344,198,22.27692308,7.333333333,394,125,1,1,1,2
FALSE,/home/austin/Desktop/default/Singletons1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Singletons1_analyzeframeworks_-coverage.txt,10537619,10333710,15378,14848,586,56,215564,11655,116.5840995,5.67429406,6799,239,1,1,5,3
FALSE,/home/austin/Desktop/default/SinkInNativeCode-coverage.txt,/home/austin/Desktop/analyzeframeworks/SinkInNativeCode_analyzeframeworks_-coverage.txt,10576021,10585094,12776,12682,132,38,4558,13631,29.79084967,11.79152249,394,452,1,1,1,7.5
FALSE,/home/austin/Desktop/default/SinkInNativeLibCode-coverage.txt,/home/austin/Desktop/analyzeframeworks/SinkInNativeLibCode_analyzeframeworks_-coverage.txt,10697149,10709621,12821,12743,136,58,4564,17036,29.07006369,14.05610561,394,568,1,1,1,9
FALSE,/home/austin/Desktop/default/SourceCodeSpecific1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SourceCodeSpecific1_analyzeframeworks_-coverage.txt,11821024,11575276,13854,13358,500,4,245865,117,182.7992565,4.178571429,10768,9,1,1,2,1.5
FALSE,/home/austin/Desktop/default/SourceInNativeCode-coverage.txt,/home/austin/Desktop/analyzeframeworks/SourceInNativeCode_analyzeframeworks_-coverage.txt,10550717,10560072,12766,12672,132,38,4350,13705,29.59183673,12.05364996,394,454,1,1,1,5
FALSE,/home/austin/Desktop/default/StartActivityForResult1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StartActivityForResult1_analyzeframeworks_-coverage.txt,14059266,13672829,16013,14277,1795,59,394728,8291,125.8297737,9.121012101,9100,201,1,1,12,5
FALSE,/home/austin/Desktop/default/StartProcessWithSecret1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StartProcessWithSecret1_analyzeframeworks_-coverage.txt,10038143,9841778,14076,13604,499,27,197050,685,149.5068285,2.729083665,7071,46,1,1,6,1
FALSE,/home/austin/Desktop/default/StaticInitialization1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StaticInitialization1_analyzeframeworks_-coverage.txt,11876611,11637539,14032,13622,554,144,247748,8676,187.4039334,7.296888141,10407,211,1,1,7.5,4
FALSE,/home/austin/Desktop/default/StaticInitialization2-coverage.txt,/home/austin/Desktop/analyzeframeworks/StaticInitialization2_analyzeframeworks_-coverage.txt,11920901,11680285,14799,14327,550,78,250101,9485,179.4124821,6.417456022,10391,211,1,1,10.5,6
FALSE,/home/austin/Desktop/default/StaticInitialization3-coverage.txt,/home/austin/Desktop/analyzeframeworks/StaticInitialization3_analyzeframeworks_-coverage.txt,10181038,9988906,14066,13649,539,122,200493,8361,141.5911017,7.340649693,6773,211,1,1,9,4
FALSE,/home/austin/Desktop/default/StringFormatter1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StringFormatter1_analyzeframeworks_-coverage.txt,10249639,10071045,13797,13455,513,171,191111,12517,152.7665867,10.03769046,6536,287,1,1,4,3
TRUE,/home/austin/Desktop/default/StringPatternMatching1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StringPatternMatching1_analyzeframeworks_-coverage.txt,9901394,9677752,13547,12330,1221,4,223803,161,86.81264546,6.708333333,7116,40,1,1,6,10.5
TRUE,/home/austin/Desktop/default/StringToCharArray1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StringToCharArray1_analyzeframeworks_-coverage.txt,10536830,10284890,14911,13603,1527,219,270853,18913,91.69025051,14.30635401,6458,596,1,1,15,10.5
TRUE,/home/austin/Desktop/default/StringToOutputStream1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StringToOutputStream1_analyzeframeworks_-coverage.txt,9949782,9695241,13840,12283,1561,4,254682,141,82.63530175,7.05,7168,37,1,1,7.5,13.5
FALSE,/home/austin/Desktop/default/StrongUpdate1-coverage.txt,/home/austin/Desktop/analyzeframeworks/StrongUpdate1_analyzeframeworks_-coverage.txt,20485759,20316450,14909,14490,521,102,183406,14097,235.4377407,6.370085856,11755,239,1,1,3,2
FALSE,/home/austin/Desktop/default/SubscriberId1-coverage.txt,/home/austin/Desktop/analyzeframeworks/SubscriberId1_analyzeframeworks_-coverage.txt,22731511,22531305,14476,14235,538,297,221034,20828,268.5710814,11.16782842,12907,464,1,1,12,4
FALSE,/home/austin/Desktop/default/TimerTask1-coverage.txt,/home/austin/Desktop/analyzeframeworks/TimerTask1_analyzeframeworks_-coverage.txt,19815077,19579533,14572,14610,624,662,247202,11658,119.7684109,6.049818371,12403,156,1,1,12,2
FALSE,/home/austin/Desktop/default/UnreachableBoth-coverage.txt,/home/austin/Desktop/analyzeframeworks/UnreachableBoth_analyzeframeworks_-coverage.txt,9535129,9339958,13370,12913,484,27,195408,237,148.5992395,2.724137931,6892,66,1,1,4,1
FALSE,/home/austin/Desktop/default/UnreachableCode-coverage.txt,/home/austin/Desktop/analyzeframeworks/UnreachableCode_analyzeframeworks_-coverage.txt,11205383,11201223,11430,11304,130,4,4276,116,27.76623377,2.52173913,394,16,1,1,1.5,1.5
FALSE,/home/austin/Desktop/default/UnreachableSink1-coverage.txt,/home/austin/Desktop/analyzeframeworks/UnreachableSink1_analyzeframeworks_-coverage.txt,9456063,9260715,13322,12842,484,4,195512,164,148.1151515,7.80952381,6892,67,1,1,6,8
FALSE,/home/austin/Desktop/default/UnreachableSource1-coverage.txt,/home/austin/Desktop/analyzeframeworks/UnreachableSource1_analyzeframeworks_-coverage.txt,9500769,9305593,13209,12733,481,5,195340,164,148.5475285,7.80952381,6892,67,1,1,4,8
FALSE,/home/austin/Desktop/default/Unregister1-coverage.txt,/home/austin/Desktop/analyzeframeworks/Unregister1_analyzeframeworks_-coverage.txt,12651000,12378519,14542,13200,1367,25,279837,7356,111.8006392,7.093539055,10916,164,1,1,3,5
FALSE,/home/austin/Desktop/default/UnresolvableIntent1-coverage.txt,/home/austin/Desktop/analyzeframeworks/UnresolvableIntent1_analyzeframeworks_-coverage.txt,14136837,13889262,13782,12829,1042,89,247937,362,129.9460168,3.120689655,10291,24,1,1,6,1.5
FALSE,/home/austin/Desktop/default/View1-coverage.txt,/home/austin/Desktop/analyzeframeworks/View1_analyzeframeworks_-coverage.txt,12071352,11794408,14449,13846,620,17,277316,372,119.5327586,8.266666667,10887,22,1,1,10.5,8
FALSE,/home/austin/Desktop/default/VirtualDispatch1-coverage.txt,/home/austin/Desktop/analyzeframeworks/VirtualDispatch1_analyzeframeworks_-coverage.txt,12260589,11985934,15619,15106,649,136,282352,7697,104.6135606,6.398171239,10603,146,1,1,6,2
FALSE,/home/austin/Desktop/default/VirtualDispatch2-coverage.txt,/home/austin/Desktop/analyzeframeworks/VirtualDispatch2_analyzeframeworks_-coverage.txt,10425573,10240376,14083,13558,563,38,194059,8862,146.3491704,8.085766423,6678,211,1,1,6,7.5
FALSE,/home/austin/Desktop/default/VirtualDispatch3-coverage.txt,/home/austin/Desktop/analyzeframeworks/VirtualDispatch3_analyzeframeworks_-coverage.txt,20554661,20379673,14626,14127,524,25,183951,8963,211.437931,8.322191272,11824,211,1,1,3,5
FALSE,/home/austin/Desktop/default/VirtualDispatch4-coverage.txt,/home/austin/Desktop/analyzeframeworks/VirtualDispatch4_analyzeframeworks_-coverage.txt,20278051,20287176,13103,12993,135,25,4526,13651,28.46540881,11.94313211,394,454,1,1,1,5
FALSE,/home/austin/Desktop/default/VoiceMail1-coverage.txt,/home/austin/Desktop/analyzeframeworks/VoiceMail1_analyzeframeworks_-coverage.txt,22318014,22113364,13715,13241,480,6,204931,281,243.6753864,4.929824561,13693,132,1,1,2,1
FALSE,/home/austin/Desktop/default/ActivityCommunication1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication1_codeelimination_REMOVECODE-coverage.txt,11877555,11876823,14222,14462,2,242,6081,5349,9.076119403,11.30866808,199,223,1,1,3,4
FALSE,/home/austin/Desktop/default/ActivityCommunication2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication2_codeelimination_REMOVECODE-coverage.txt,29227650,29463653,16277,16496,9,228,5664,241667,6.958230958,184.33791,80,12831,1,1,3,4
FALSE,/home/austin/Desktop/default/ActivityCommunication3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication3_codeelimination_REMOVECODE-coverage.txt,14352631,14367284,13880,14152,1,273,531,15184,5.835164835,21.17712692,20,486,1,1,6,6
FALSE,/home/austin/Desktop/default/ActivityCommunication4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication4_codeelimination_REMOVECODE-coverage.txt,13983771,13993542,13304,13545,5,246,682,10453,6.314814815,15.76621418,37,320,1,1,9,5
FALSE,/home/austin/Desktop/default/ActivityCommunication5-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication5_codeelimination_REMOVECODE-coverage.txt,14025106,14035329,13377,13590,16,229,701,10924,5.519685039,17.04212168,37,353,1,1,5,6
FALSE,/home/austin/Desktop/default/ActivityCommunication6-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication6_codeelimination_REMOVECODE-coverage.txt,14098202,14108599,13721,13946,26,251,1243,11640,4.455197133,17.6096823,50,352,1,1,1,6
FALSE,/home/austin/Desktop/default/ActivityCommunication7-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication7_codeelimination_REMOVECODE-coverage.txt,14028340,14037536,13597,13813,84,300,1661,10857,3.526539278,17.97516556,44,409,1,1,1,9
FALSE,/home/austin/Desktop/default/ActivityCommunication8-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityCommunication8_codeelimination_REMOVECODE-coverage.txt,14058440,14069818,13464,13650,42,228,741,12119,5.369565217,18.9359375,37,349,1,1,7.5,10.5
FALSE,/home/austin/Desktop/default/ActivityEventSequence1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityEventSequence1_codeelimination_REMOVECODE-coverage.txt,12694818,12678381,14617,14736,99,218,21395,4958,10.26139089,12.64795918,307,212,1,1,3,6
FALSE,/home/austin/Desktop/default/ActivityEventSequence2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityEventSequence2_codeelimination_REMOVECODE-coverage.txt,13147057,13143435,15252,15534,74,356,14632,11010,15.86984816,18.22847682,287,389,1,1,9,9
FALSE,/home/austin/Desktop/default/ActivityEventSequence3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityEventSequence3_codeelimination_REMOVECODE-coverage.txt,13718988,13717790,15613,15898,13,298,13708,12510,11.99300087,14.10372041,247,300,1,1,5,5
TRUE,/home/austin/Desktop/default/ActivityLifecycle1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityLifecycle1_codeelimination_REMOVECODE-coverage.txt,12691365,12347759,15866,15188,890,212,503256,159650,142.4847112,184.1407151,6970,9566,1,1,24,3
FALSE,/home/austin/Desktop/default/ActivityLifecycle2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityLifecycle2_codeelimination_REMOVECODE-coverage.txt,11710634,11711169,14242,14513,45,316,5167,5702,7.226573427,10.27387387,158,218,1,1,2,4
FALSE,/home/austin/Desktop/default/ActivityLifecycle3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityLifecycle3_codeelimination_REMOVECODE-coverage.txt,11690940,11689500,14451,14709,23,281,6728,5288,8.64781491,7.663768116,152,186,1,1,6,3
FALSE,/home/austin/Desktop/default/ActivityLifecycle4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivityLifecycle4_codeelimination_REMOVECODE-coverage.txt,11718780,11720380,14254,14471,10,227,4282,5882,6.628482972,12.75921909,126,218,1,1,3,4
FALSE,/home/austin/Desktop/default/ActivitySavedState1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ActivitySavedState1_codeelimination_REMOVECODE-coverage.txt,9952170,9957400,14005,14271,1,267,230,5460,2.911392405,6.297577855,14,189,1,1,2,2
FALSE,/home/austin/Desktop/default/AllReflection-coverage.txt,/home/austin/Desktop/codeelimination_removecode/AllReflection_codeelimination_REMOVECODE-coverage.txt,16990323,17207776,14145,14344,1,200,327,217780,6.169811321,157.6973208,16,10302,1,1,9,8
FALSE,/home/austin/Desktop/default/AnonymousClass1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/AnonymousClass1_codeelimination_REMOVECODE-coverage.txt,12487090,12495905,15172,15398,9,235,2173,10988,4.723913043,14.86874154,66,276,1,1,3,4
FALSE,/home/austin/Desktop/default/ApplicationLifecycle1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ApplicationLifecycle1_codeelimination_REMOVECODE-coverage.txt,11725022,11727493,14272,14492,14,234,3788,6259,6.041467305,13.48922414,90,234,1,1,2,7.5
FALSE,/home/austin/Desktop/default/ApplicationLifecycle2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ApplicationLifecycle2_codeelimination_REMOVECODE-coverage.txt,11752601,11753301,14739,14958,29,248,4902,5602,5.693379791,11.79368421,67,218,1,1,4,4
FALSE,/home/austin/Desktop/default/ApplicationLifecycle3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ApplicationLifecycle3_codeelimination_REMOVECODE-coverage.txt,12685851,12684970,14988,14995,86,93,7983,7102,13.46205734,18.83819629,1725,327,1,1,2,5
FALSE,/home/austin/Desktop/default/ApplicationModeling1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ApplicationModeling1_codeelimination_REMOVECODE-coverage.txt,10499989,10424869,14776,14797,206,227,82178,7058,34.74756871,18.0974359,1570,241,1,1,7,7.5
FALSE,/home/austin/Desktop/default/ArrayAccess1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayAccess1_codeelimination_REMOVECODE-coverage.txt,11726890,11726843,14847,15036,2,191,3571,3524,5.321907601,8.23364486,90,186,1,1,2,3
FALSE,/home/austin/Desktop/default/ArrayAccess2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayAccess2_codeelimination_REMOVECODE-coverage.txt,11694466,11696602,14653,14745,33,125,366,2502,2.472972973,6.05811138,16,185,1,1,3,2
FALSE,/home/austin/Desktop/default/ArrayAccess3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayAccess3_codeelimination_REMOVECODE-coverage.txt,11724274,11724233,14845,15042,2,199,3567,3526,5.315946349,8.162037037,90,186,1,1,2,3
