violation,file1,file2,execs1,execs2,uniq1,uniq2,presence_1minus2,presence_2minus1,frequency_1minus2_sum,frequency_2minus1_sum,frequency_1minus2_mean,frequency_2minus1_mean,frequency_1minus2_max,frequency_2minus1_max,frequency_1minus2_min,frequency_2minus1_min,frequency_1minus2_median,frequency_2minus1_median
FALSE,/home/austin/Desktop/default/ArrayAccess4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayAccess4_codeelimination_REMOVECODE-coverage.txt,12341005,12345609,15168,15471,5,308,3122,7726,4.075718016,13.05067568,90,186,1,1,1.5,4.5
FALSE,/home/austin/Desktop/default/ArrayAccess5-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayAccess5_codeelimination_REMOVECODE-coverage.txt,11764314,11765848,14936,15124,6,194,2658,4192,5.024574669,9.132897603,90,207,1,1,2,3
FALSE,/home/austin/Desktop/default/ArrayCopy1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayCopy1_codeelimination_REMOVECODE-coverage.txt,9996458,10000649,14068,14255,7,194,267,4458,3.141176471,9.006060606,16,189,1,1,2,2
FALSE,/home/austin/Desktop/default/ArrayToString1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ArrayToString1_codeelimination_REMOVECODE-coverage.txt,9955686,9959684,14009,14229,1,221,291,4289,2.771428571,8.770961145,16,189,1,1,2,2
FALSE,/home/austin/Desktop/default/AsynchronousEventOrdering1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/AsynchronousEventOrdering1_codeelimination_REMOVECODE-coverage.txt,9983656,9982988,14273,14490,2,219,4162,3494,5.732782369,8.627160494,209,186,1,1,3,2
FALSE,/home/austin/Desktop/default/AsyncTask1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/AsyncTask1_codeelimination_REMOVECODE-coverage.txt,13320839,13326217,14842,14941,95,194,1446,6824,3.15720524,13.53968254,33,204,1,1,1.5,4.5
FALSE,/home/austin/Desktop/default/Battery1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Battery1_codeelimination_REMOVECODE-coverage.txt,22613389,22622978,14188,14444,1,257,395,9984,3.291666667,12.98309493,14,290,1,1,4.5,4
FALSE,/home/austin/Desktop/default/Bluetooth1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Bluetooth1_codeelimination_REMOVECODE-coverage.txt,22514707,22518952,13707,13921,1,215,523,4768,2.083665339,8.764705882,19,213,1,1,1,3
FALSE,/home/austin/Desktop/default/BroadcastReceiverLifecycle1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BroadcastReceiverLifecycle1_codeelimination_REMOVECODE-coverage.txt,11365901,11368652,13035,13249,1,215,158,2909,1.362068966,6.060416667,7,165,1,1,1.5,1.5
FALSE,/home/austin/Desktop/default/BroadcastReceiverLifecycle2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BroadcastReceiverLifecycle2_codeelimination_REMOVECODE-coverage.txt,13301289,13377764,14524,14657,126,259,3001,79476,3.650851582,92.84579439,37,2866,1,1,3,10.5
FALSE,/home/austin/Desktop/default/BroadcastReceiverLifecycle3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BroadcastReceiverLifecycle3_codeelimination_REMOVECODE-coverage.txt,13246868,13256385,13399,13568,29,198,533,10050,3.483660131,15.703125,21,388,1,1,3,9
FALSE,/home/austin/Desktop/default/BroadcastTaintAndLeak1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BroadcastTaintAndLeak1_codeelimination_REMOVECODE-coverage.txt,9011679,9017228,13979,14192,8,221,1429,6978,2.780155642,13.90039841,25,226,1,1,3,4.5
FALSE,/home/austin/Desktop/default/Build1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Build1_codeelimination_REMOVECODE-coverage.txt,22920905,22929178,14322,14572,1,251,405,8678,1.716101695,13.47515528,8,213,1,1,1.5,4.5
FALSE,/home/austin/Desktop/default/Button1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Button1_codeelimination_REMOVECODE-coverage.txt,11816324,11818558,14433,14604,39,210,2265,4499,5.367298578,8.255045872,90,186,1,1,3,2
FALSE,/home/austin/Desktop/default/Button2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Button2_codeelimination_REMOVECODE-coverage.txt,13059400,13104907,15880,16121,1,242,2269,47776,4.466535433,27.45747126,87,937,1,1,3,7.5
FALSE,/home/austin/Desktop/default/Button3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Button3_codeelimination_REMOVECODE-coverage.txt,13530525,13534484,15518,15749,1,232,3383,7342,4.04181601,13.30072464,90,186,1,1,2,6
FALSE,/home/austin/Desktop/default/Button4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Button4_codeelimination_REMOVECODE-coverage.txt,11792014,11794250,14416,14595,27,206,2494,4730,5.694063927,8.678899083,90,186,1,1,3,2
FALSE,/home/austin/Desktop/default/Button5-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Button5_codeelimination_REMOVECODE-coverage.txt,12158152,12160001,14259,14508,3,252,2057,3906,5.168341709,8.66075388,90,186,1,1,3,2
FALSE,/home/austin/Desktop/default/BytecodeTamper1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BytecodeTamper1_codeelimination_REMOVECODE-coverage.txt,9666875,9673203,12551,12850,1,300,756,7084,2.874524715,10.04822695,26,235,1,1,1,3
FALSE,/home/austin/Desktop/default/BytecodeTamper2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BytecodeTamper2_codeelimination_REMOVECODE-coverage.txt,9439374,9443458,12050,12158,1,109,691,4775,4.34591195,8.8099631,26,235,1,1,4,6
FALSE,/home/austin/Desktop/default/BytecodeTamper3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BytecodeTamper3_codeelimination_REMOVECODE-coverage.txt,9481957,9486945,12086,12229,1,144,862,5850,5.944827586,10.03430532,29,235,1,1,6,5
FALSE,/home/austin/Desktop/default/BytecodeTamper4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/BytecodeTamper4_codeelimination_REMOVECODE-coverage.txt,9446140,9451125,12090,12229,1,140,862,5847,5.944827586,10.04639175,29,235,1,1,6,7.5
FALSE,/home/austin/Desktop/default/Clone1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Clone1_codeelimination_REMOVECODE-coverage.txt,9937445,9943036,13172,13485,1,314,331,5922,3.245098039,7.991902834,16,232,1,1,4.5,2
FALSE,/home/austin/Desktop/default/Collector-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Collector_codeelimination_REMOVECODE-coverage.txt,21751235,22127623,13573,13799,1,227,281,376669,3.385542169,253.6491582,7,20758,1,1,3,12
FALSE,/home/austin/Desktop/default/ComponentNotInManifest1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ComponentNotInManifest1_codeelimination_REMOVECODE-coverage.txt,13782557,13787273,13370,13526,64,220,1340,6056,3.498694517,12.06374502,33,202,1,1,2,4.5
FALSE,/home/austin/Desktop/default/Contacts1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Contacts1_codeelimination_REMOVECODE-coverage.txt,22499647,22504120,13984,14169,21,206,608,5081,1.917981073,9.982318271,19,213,1,1,1,2
FALSE,/home/austin/Desktop/default/ContentProvider1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ContentProvider1_codeelimination_REMOVECODE-coverage.txt,20612218,20622366,14543,14635,1,93,755,10903,6.50862069,21.54743083,42,494,1,1,6,7.5
FALSE,/home/austin/Desktop/default/DeviceId_Broadcast1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DeviceId_Broadcast1_codeelimination_REMOVECODE-coverage.txt,32568181,32581139,14431,14768,1,338,959,13917,2.67877095,16.45035461,13,365,1,1,1.5,7.5
FALSE,/home/austin/Desktop/default/DeviceId_contentProvider1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DeviceId_contentProvider1_codeelimination_REMOVECODE-coverage.txt,36061407,36236465,16369,16570,77,278,13864,188922,13.74033697,141.6206897,215,3865,1,1,4,24
FALSE,/home/austin/Desktop/default/DeviceId_OrderedIntent1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DeviceId_OrderedIntent1_codeelimination_REMOVECODE-coverage.txt,31712881,31731893,14549,14758,57,266,822,19834,2.521472393,27.28198074,16,431,1,1,1.5,10
FALSE,/home/austin/Desktop/default/DeviceId_Service1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DeviceId_Service1_codeelimination_REMOVECODE-coverage.txt,31545357,31561644,14570,14837,1,268,789,17076,4.088082902,21.21242236,16,421,1,1,4,6
FALSE,/home/austin/Desktop/default/DeviceId1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DeviceId1_codeelimination_REMOVECODE-coverage.txt,22301790,22305834,13809,13979,21,191,622,4666,1.890577508,9.44534413,19,213,1,1,1,3
FALSE,/home/austin/Desktop/default/DirectLeak1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DirectLeak1_codeelimination_REMOVECODE-coverage.txt,11534672,11538440,13154,13374,1,221,324,4092,3.207920792,8.454545455,16,186,1,1,2,3
FALSE,/home/austin/Desktop/default/DynamicBoth1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DynamicBoth1_codeelimination_REMOVECODE-coverage.txt,10681119,10798325,13375,13608,1,234,88,117294,3.259259259,89.33282559,4,5344,1,1,4,6
FALSE,/home/austin/Desktop/default/DynamicSink1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DynamicSink1_codeelimination_REMOVECODE-coverage.txt,11040454,11158566,13954,14231,1,278,1180,119292,38.06451613,86.56894049,288,5404,1,1,4,9
FALSE,/home/austin/Desktop/default/DynamicSource1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/DynamicSource1_codeelimination_REMOVECODE-coverage.txt,10692982,10810458,13382,13605,5,228,93,117569,2.90625,89.54226961,4,5344,1,1,6,6
FALSE,/home/austin/Desktop/default/Echoer-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Echoer_codeelimination_REMOVECODE-coverage.txt,13434087,13659012,13438,13651,1,214,228,225153,3.257142857,167.2756315,7,12008,1,1,3,10.5
FALSE,/home/austin/Desktop/default/EventOrdering1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/EventOrdering1_codeelimination_REMOVECODE-coverage.txt,23896524,23908883,14472,14736,24,288,3560,15919,5.677830941,23.27339181,88,452,1,1,2,12
FALSE,/home/austin/Desktop/default/Exceptions1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions1_codeelimination_REMOVECODE-coverage.txt,12495098,12671617,14523,14780,1,258,110,176629,1.486486486,149.4323181,4,10360,1,1,1.5,3
FALSE,/home/austin/Desktop/default/Exceptions2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions2_codeelimination_REMOVECODE-coverage.txt,12271679,12444389,14290,14477,1,188,151,172861,1.797619048,164.9437023,7,10360,1,1,1.5,3
FALSE,/home/austin/Desktop/default/Exceptions3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions3_codeelimination_REMOVECODE-coverage.txt,12220106,12392533,14211,14398,1,188,146,172573,1.825,164.6688931,7,10360,1,1,1.5,3
FALSE,/home/austin/Desktop/default/Exceptions4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions4_codeelimination_REMOVECODE-coverage.txt,12466465,12642640,13892,14199,1,308,111,176286,1.5,144.852917,4,10360,1,1,1.5,2
FALSE,/home/austin/Desktop/default/Exceptions5-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions5_codeelimination_REMOVECODE-coverage.txt,12423810,12601922,13795,14032,1,238,78,178190,1.147058824,150.4983108,4,10360,1,1,1.5,4.5
FALSE,/home/austin/Desktop/default/Exceptions6-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions6_codeelimination_REMOVECODE-coverage.txt,12292557,12460902,15635,15833,65,263,3812,172157,7.991614256,155.5167118,136,10272,1,1,3,2
FALSE,/home/austin/Desktop/default/Exceptions7-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Exceptions7_codeelimination_REMOVECODE-coverage.txt,12286340,12457195,14720,14924,30,234,2067,172922,5.526737968,124.5835735,59,10272,1,1,3,3
FALSE,/home/austin/Desktop/default/Executor1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Executor1_codeelimination_REMOVECODE-coverage.txt,13423854,13431885,15149,15379,1,231,179,8210,2.452054795,13.72909699,8,186,1,1,2,6
FALSE,/home/austin/Desktop/default/FactoryMethods1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FactoryMethods1_codeelimination_REMOVECODE-coverage.txt,12280703,12288739,13692,13917,1,226,531,8567,3.933333333,13.68530351,16,272,1,1,4,9
FALSE,/home/austin/Desktop/default/FieldSensitivity1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FieldSensitivity1_codeelimination_REMOVECODE-coverage.txt,12190607,12191740,14680,15006,7,333,6885,8018,9.18,12.05714286,153,186,1,1,6,2
FALSE,/home/austin/Desktop/default/FieldSensitivity2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FieldSensitivity2_codeelimination_REMOVECODE-coverage.txt,11997869,12006253,14583,14874,88,379,759,9143,2.472312704,12.98721591,15,186,1,1,1,6
FALSE,/home/austin/Desktop/default/FieldSensitivity3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FieldSensitivity3_codeelimination_REMOVECODE-coverage.txt,12004665,12013892,15144,15455,21,332,390,9617,1.477272727,10.78139013,8,186,1,1,1.5,3
FALSE,/home/austin/Desktop/default/FieldSensitivity4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FieldSensitivity4_codeelimination_REMOVECODE-coverage.txt,11858658,11866052,14145,14506,1,362,342,7736,1.561643836,11.06723891,8,186,1,1,1,2
FALSE,/home/austin/Desktop/default/File1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/File1_codeelimination_REMOVECODE-coverage.txt,22818293,22832220,13776,13970,2,196,796,14723,3.121568627,23.70853462,19,437,1,1,1,12
FALSE,/home/austin/Desktop/default/FlowSensitivity1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FlowSensitivity1_codeelimination_REMOVECODE-coverage.txt,20623612,20621076,15187,15521,24,358,16297,13761,16.183714,10.17073171,273,347,1,1,8,3
FALSE,/home/austin/Desktop/default/FragmentLifecycle1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FragmentLifecycle1_codeelimination_REMOVECODE-coverage.txt,12971266,12973139,14526,14728,11,213,7005,8878,8.164335664,12.22865014,110,323,1,1,6,4.5
FALSE,/home/austin/Desktop/default/FragmentLifecycle2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/FragmentLifecycle2_codeelimination_REMOVECODE-coverage.txt,11841203,11867792,13800,13991,1,192,1522,28111,5.876447876,41.09795322,39,1204,1,1,3,12
FALSE,/home/austin/Desktop/default/HashMapAccess1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/HashMapAccess1_codeelimination_REMOVECODE-coverage.txt,12150795,12156373,14121,14332,21,232,644,6222,2.057507987,9.752351097,17,228,1,1,1,6
FALSE,/home/austin/Desktop/default/IMEI1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/IMEI1_codeelimination_REMOVECODE-coverage.txt,20447602,20456003,14319,14631,1,313,182,8583,2.363636364,13.26584235,8,189,1,1,2,3
FALSE,/home/austin/Desktop/default/ImplicitFlow1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow1_codeelimination_REMOVECODE-coverage.txt,17025106,17047090,16231,16443,32,244,4775,26759,7.555379747,41.42260062,630,849,1,1,3,6
FALSE,/home/austin/Desktop/default/ImplicitFlow2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow2_codeelimination_REMOVECODE-coverage.txt,11873976,11878707,13990,14150,77,237,1433,6164,2.924489796,9.909967846,33,216,1,1,1.5,6
FALSE,/home/austin/Desktop/default/ImplicitFlow3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow3_codeelimination_REMOVECODE-coverage.txt,12432804,12444327,14742,15006,24,288,5258,16781,5.575821845,24.56954612,108,397,1,1,2,12
FALSE,/home/austin/Desktop/default/ImplicitFlow4-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow4_codeelimination_REMOVECODE-coverage.txt,12423410,12613698,15170,15386,81,297,376,190664,2.764705882,89.05371322,13,9814,1,1,1.5,6
FALSE,/home/austin/Desktop/default/ImplicitFlow5-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow5_codeelimination_REMOVECODE-coverage.txt,12115855,12283189,14578,14785,70,277,316,167650,1.462962963,142.9241262,5,9800,1,1,1.5,2
FALSE,/home/austin/Desktop/default/ImplicitFlow6-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ImplicitFlow6_codeelimination_REMOVECODE-coverage.txt,12042060,12050366,13846,14126,5,285,172,8478,2.356164384,10.49257426,8,186,1,1,2,3
FALSE,/home/austin/Desktop/default/InactiveActivity-coverage.txt,/home/austin/Desktop/codeelimination_removecode/InactiveActivity_codeelimination_REMOVECODE-coverage.txt,10072676,10072679,4735,4743,0,8,5,8,1,1,1,1,1,1,1,1.5
FALSE,/home/austin/Desktop/default/InheritedObjects1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/InheritedObjects1_codeelimination_REMOVECODE-coverage.txt,11958283,11966866,14187,14478,1,292,148,8731,2.114285714,12.22829132,8,186,1,1,3,3
FALSE,/home/austin/Desktop/default/IntentSink1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/IntentSink1_codeelimination_REMOVECODE-coverage.txt,11913060,11898618,14823,15037,76,290,20000,5558,19.90049751,11.95268817,484,202,1,1,7,3
FALSE,/home/austin/Desktop/default/IntentSink2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/IntentSink2_codeelimination_REMOVECODE-coverage.txt,11916524,11921783,13536,13790,1,255,302,5561,2.903846154,8.238518519,14,202,1,1,3,3
FALSE,/home/austin/Desktop/default/IntentSource1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/IntentSource1_codeelimination_REMOVECODE-coverage.txt,13007121,13013175,12127,12356,1,230,241,6295,3.08974359,9.566869301,13,207,1,1,3,4.5
FALSE,/home/austin/Desktop/default/IP1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/IP1_codeelimination_REMOVECODE-coverage.txt,23177876,23500671,14872,15050,21,199,226,323021,1.337278107,285.3542403,10,19377,1,1,1,3
FALSE,/home/austin/Desktop/default/JavaIDFunction-coverage.txt,/home/austin/Desktop/codeelimination_removecode/JavaIDFunction_codeelimination_REMOVECODE-coverage.txt,10447971,10457960,12669,12947,3,281,375,10364,2.906976744,14.76353276,12,206,1,1,3,6
FALSE,/home/austin/Desktop/default/JavaThread1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/JavaThread1_codeelimination_REMOVECODE-coverage.txt,13474816,13484119,15106,15340,54,288,723,10026,1.78960396,15.00898204,12,198,1,1,3,4.5
FALSE,/home/austin/Desktop/default/JavaThread2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/JavaThread2_codeelimination_REMOVECODE-coverage.txt,13501864,13511493,15166,15417,9,260,999,10628,2.181222707,14.18958611,21,221,1,1,1.5,2
FALSE,/home/austin/Desktop/default/Library2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Library2_codeelimination_REMOVECODE-coverage.txt,12413104,12421131,13971,14185,21,235,274,8301,1.756410256,14.31206897,8,186,1,1,3,6
FALSE,/home/austin/Desktop/default/ListAccess1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ListAccess1_codeelimination_REMOVECODE-coverage.txt,11715535,11714477,14742,14960,13,231,6684,5626,7.682758621,10.65530303,152,282,1,1,4.5,7.5
FALSE,/home/austin/Desktop/default/Location_Broadcast1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Location_Broadcast1_codeelimination_REMOVECODE-coverage.txt,31844537,31953855,15352,15638,1,287,1108,110426,3.656765677,92.79495798,22,2893,1,1,2,15
FALSE,/home/austin/Desktop/default/Location_Service1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Location_Service1_codeelimination_REMOVECODE-coverage.txt,20023519,20041380,15498,15760,0,262,3167,21028,4.217043941,26.65145754,58,568,1,1,2,8
FALSE,/home/austin/Desktop/default/Location1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Location1_codeelimination_REMOVECODE-coverage.txt,31814301,31823524,15375,15614,21,260,3492,12715,4.454081633,13.05441478,124,268,1,1,3,6
FALSE,/home/austin/Desktop/default/LocationLeak1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/LocationLeak1_codeelimination_REMOVECODE-coverage.txt,13349274,13444232,15915,16155,1,241,8684,103642,7.76744186,84.81342062,154,2889,1,1,4.5,10.5
FALSE,/home/austin/Desktop/default/LocationLeak2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/LocationLeak2_codeelimination_REMOVECODE-coverage.txt,12727658,12777816,15571,15811,2,242,4608,54766,8,32.46354475,166,829,1,1,3,10
FALSE,/home/austin/Desktop/default/LocationLeak3-coverage.txt,/home/austin/Desktop/codeelimination_removecode/LocationLeak3_codeelimination_REMOVECODE-coverage.txt,13008442,13011458,15747,16015,1,269,5931,8947,7.069129917,10.55070755,165,244,1,1,3,4.5
FALSE,/home/austin/Desktop/default/LogNoLeak-coverage.txt,/home/austin/Desktop/codeelimination_removecode/LogNoLeak_codeelimination_REMOVECODE-coverage.txt,11216980,11220948,11740,11973,1,234,241,4209,2.835294118,7.896810507,14,186,1,1,2,2
FALSE,/home/austin/Desktop/default/Loop1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Loop1_codeelimination_REMOVECODE-coverage.txt,12162147,12169800,15087,15349,1,263,344,7997,1.556561086,13.62350937,8,186,1,1,1,4
FALSE,/home/austin/Desktop/default/Loop2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Loop2_codeelimination_REMOVECODE-coverage.txt,12247352,12255277,14979,15248,14,283,1409,9334,16.38372093,15.50498339,139,186,1,1,3,6
FALSE,/home/austin/Desktop/default/Looper1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Looper1_codeelimination_REMOVECODE-coverage.txt,20315754,20618958,16105,16327,36,258,827,304031,5.587837838,199.3645902,26,17077,1,1,9,4
FALSE,/home/austin/Desktop/default/Merge1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Merge1_codeelimination_REMOVECODE-coverage.txt,20761270,20776597,15788,16005,80,297,765,16092,3.558139535,16.71028037,20,391,1,1,2,4
FALSE,/home/austin/Desktop/default/MethodOverride1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/MethodOverride1_codeelimination_REMOVECODE-coverage.txt,11538654,11542639,13079,13282,18,221,287,4272,2.141791045,8.736196319,14,186,1,1,3,2
FALSE,/home/austin/Desktop/default/MultidimensionalArray1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/MultidimensionalArray1_codeelimination_REMOVECODE-coverage.txt,9933033,9936986,13899,14119,1,221,264,4217,3.219512195,8.519191919,16,189,1,1,3,2
FALSE,/home/austin/Desktop/default/MultiHandlers1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/MultiHandlers1_codeelimination_REMOVECODE-coverage.txt,13354189,13375156,14160,14493,0,333,593,21560,7.701298701,26.91635456,24,701,2,1,6,7
FALSE,/home/austin/Desktop/default/NativeIDFunction-coverage.txt,/home/austin/Desktop/codeelimination_removecode/NativeIDFunction_codeelimination_REMOVECODE-coverage.txt,11223152,11235993,15052,15309,1,258,363,13204,3.025,17.32808399,12,337,1,1,4.5,6
FALSE,/home/austin/Desktop/default/Obfuscation1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Obfuscation1_codeelimination_REMOVECODE-coverage.txt,12032863,12037054,13278,13489,1,212,261,4452,3.303797468,8.21402214,16,186,1,1,2,3
FALSE,/home/austin/Desktop/default/ObjectSensitivity1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ObjectSensitivity1_codeelimination_REMOVECODE-coverage.txt,11598700,11606386,13591,13846,15,270,660,8346,2.462686567,11.87197724,17,272,1,1,1.5,4
FALSE,/home/austin/Desktop/default/ObjectSensitivity2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/ObjectSensitivity2_codeelimination_REMOVECODE-coverage.txt,11884502,11892449,14328,14617,1,290,332,8279,1.52293578,11.02396804,8,186,1,1,1.5,2
FALSE,/home/austin/Desktop/default/OnlyIntentReceive-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyIntent_codeelimination_REMOVECODE-coverage.txt,14117587,15663797,13922,16878,20,2976,63042,1609252,40.12858052,193.6524669,2933,28129,1,1,5,18
FALSE,/home/austin/Desktop/default/OnlyIntent-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyIntentReceive_codeelimination_REMOVECODE-coverage.txt,15472285,14309164,16680,14123,2774,217,1280186,117065,164.2106208,57.41294752,27631,4306,1,1,18,5
FALSE,/home/austin/Desktop/default/OnlySMS-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlySMS_codeelimination_REMOVECODE-coverage.txt,13749421,13934760,14177,14381,1,205,527,185866,2.261802575,161.9041812,12,10270,1,1,1,6
FALSE,/home/austin/Desktop/default/OnlyTelephony_Substring-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyTelephony_codeelimination_REMOVECODE-coverage.txt,13290931,13431206,13435,13620,19,204,45927,186202,14.79606959,111.4314782,704,10248,1,1,4.5,6
FALSE,/home/austin/Desktop/default/OnlyTelephony-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyTelephony_Dynamic_codeelimination_REMOVECODE-coverage.txt,13241976,13429178,13421,13620,5,204,8225,195427,7.023911187,111.9925501,170,10259,1,1,2,4
FALSE,/home/austin/Desktop/default/OnlyTelephony_Dynamic-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyTelephony_Reverse_codeelimination_REMOVECODE-coverage.txt,13239942,13623875,13417,13706,1,290,3457,387390,5.980968858,85.9338953,116,10282,1,1,4.5,13.5
FALSE,/home/austin/Desktop/default/OnlyTelephony_Reverse-coverage.txt,/home/austin/Desktop/codeelimination_removecode/OnlyTelephony_Substring_codeelimination_REMOVECODE-coverage.txt,13429923,13480423,13498,13637,73,212,105498,155998,26.26942231,169.1952278,2293,10251,1,1,9,4.5
FALSE,/home/austin/Desktop/default/Ordering1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Ordering1_codeelimination_REMOVECODE-coverage.txt,13233318,13229398,15289,15496,30,237,13118,9198,14.88989784,14.95609756,244,272,1,1,6,5
FALSE,/home/austin/Desktop/default/Parcel1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/Parcel1_codeelimination_REMOVECODE-coverage.txt,10832505,10845426,15294,15409,40,155,267,13188,2.282051282,18.41899441,12,244,1,1,2,7.5
FALSE,/home/austin/Desktop/default/PI1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/PI1_codeelimination_REMOVECODE-coverage.txt,24421375,24442662,15120,15369,1,250,752,22039,3.12033195,30.95365169,20,645,1,1,1,12
FALSE,/home/austin/Desktop/default/PlayStore1-coverage.txt,/home/austin/Desktop/codeelimination_removecode/PlayStore1_codeelimination_REMOVECODE-coverage.txt,19838691,19848311,14619,14847,1,229,1119,10739,4.973333333,14.99860335,38,281,1,1,3,7.5
FALSE,/home/austin/Desktop/default/PlayStore2-coverage.txt,/home/austin/Desktop/codeelimination_removecode/PlayStore2_codeelimination_REMOVECODE-coverage.txt,66256910,67341078,15910,16123,1,214,338,1084506,1.673267327,888.9393443,8,61399,1,1,1.5,21
